date,portfolio_id,portfolio_name,risk_profile,portfolio_value_cad,daily_return,cumulative_return,benchmark_return,benchmark_cumulative_return,active_return,contribution_cad,withdrawal_cad,net_flow_cad
2025-04-24,PF003,Growth Plus,Growth,27432987.628857,0.006299,0.010725,0.019441,0.190042,-0.013142,0.0,0.0,0.0
2025-04-25,PF003,Growth Plus,Growth,27423050.032736,-0.000362,0.010359,-0.001933,0.187741,0.001571,0.0,0.0,0.0
2025-04-28,PF003,Growth Plus,Growth,27336670.87423,-0.00315,0.007176,0.003971,0.192458,-0.007121,0.0,0.0,0.0
2025-04-29,PF003,Growth Plus,Growth,27202570.214358,-0.004906,0.002235,0.007047,0.200861,-0.011953,0.0,0.0,0.0
2025-04-30,PF003,Growth Plus,Growth,27149488.905314,-0.002455,-0.000226,0.003212,0.204718,-0.005667,15878.37,2166.17,13712.2
2025-05-01,PF003,Growth Plus,Growth,27079763.933598,-0.002568,-0.002793,-0.010085,0.192569,0.007517,0.0,0.0,0.0
2025-05-02,PF003,Growth Plus,Growth,27089685.366546,0.000366,-0.002428,-0.000857,0.191546,0.001223,0.0,0.0,0.0
2025-05-05,PF003,Growth Plus,Growth,27261379.400908,0.006338,0.003895,-0.005123,0.185442,0.011461,0.0,0.0,0.0
2025-05-06,PF003,Growth Plus,Growth,27045713.68501,-0.007911,-0.004047,-0.002982,0.181907,-0.004929,0.0,0.0,0.0
2025-05-07,PF003,Growth Plus,Growth,27110575.963445,0.002398,-0.001659,-0.001165,0.18053,0.003563,0.0,0.0,0.0
2025-05-08,PF003,Growth Plus,Growth,27038659.090196,-0.002653,-0.004307,-0.014455,0.163466,0.011802,0.0,0.0,0.0
2025-05-09,PF003,Growth Plus,Growth,27006543.68698,-0.001188,-0.00549,-0.002152,0.160962,0.000964,0.0,0.0,0.0
2025-05-12,PF003,Growth Plus,Growth,26831270.22063,-0.00649,-0.011944,0.011192,0.173955,-0.017682,0.0,0.0,0.0
2025-05-13,PF003,Growth Plus,Growth,26886342.618353,0.002053,-0.009916,-0.00306,0.170363,0.005113,0.0,0.0,0.0
2025-05-14,PF003,Growth Plus,Growth,26953284.5327,0.00249,-0.007451,0.006489,0.177958,-0.003999,0.0,0.0,0.0
2025-05-15,PF003,Growth Plus,Growth,27182802.929139,0.008515,0.001001,0.010959,0.190867,-0.002444,0.0,0.0,0.0
2025-05-16,PF003,Growth Plus,Growth,27300433.234486,0.004327,0.005333,0.001967,0.193209,0.00236,0.0,0.0,0.0
2025-05-19,PF003,Growth Plus,Growth,27578070.138429,0.01017,0.015557,0.011748,0.207227,-0.001578,0.0,0.0,0.0
2025-05-20,PF003,Growth Plus,Growth,27452755.41575,-0.004544,0.010942,-0.001122,0.205873,-0.003422,0.0,0.0,0.0
2025-05-21,PF003,Growth Plus,Growth,27357443.276639,-0.003472,0.007432,0.008922,0.216631,-0.012394,0.0,0.0,0.0
2025-05-22,PF003,Growth Plus,Growth,27566876.295301,0.007655,0.015145,0.008934,0.227501,-0.001279,0.0,0.0,0.0
2025-05-23,PF003,Growth Plus,Growth,27509995.785738,-0.002063,0.01305,-0.00605,0.220074,0.003987,0.0,0.0,0.0
2025-05-26,PF003,Growth Plus,Growth,27626583.65098,0.004238,0.017343,0.000402,0.220565,0.003836,0.0,0.0,0.0
2025-05-27,PF003,Growth Plus,Growth,27495298.527549,-0.004752,0.012509,0.011918,0.235112,-0.01667,0.0,0.0,0.0
2025-05-28,PF003,Growth Plus,Growth,27317724.237423,-0.006458,0.00597,0.011974,0.249901,-0.018432,0.0,0.0,0.0
2025-05-29,PF003,Growth Plus,Growth,27272900.724098,-0.001641,0.004319,0.000905,0.251032,-0.002546,0.0,0.0,0.0
2025-05-30,PF003,Growth Plus,Growth,27199658.738243,-0.002686,0.001622,0.003372,0.25525,-0.006058,0.0,0.0,0.0
2025-06-02,PF003,Growth Plus,Growth,27182629.435547,-0.000626,0.000995,-0.012111,0.240048,0.011485,0.0,0.0,0.0
2025-06-03,PF003,Growth Plus,Growth,27259286.096174,0.00282,0.003818,-0.002837,0.23653,0.005657,0.0,0.0,0.0
2025-06-04,PF003,Growth Plus,Growth,27237218.82357,-0.00081,0.003005,-0.009313,0.225014,0.008503,0.0,0.0,0.0
2025-06-05,PF003,Growth Plus,Growth,27211326.249239,-0.000951,0.002052,-0.003003,0.221336,0.002052,0.0,0.0,0.0
2025-06-06,PF003,Growth Plus,Growth,27236029.031207,0.000908,0.002961,-0.013385,0.204988,0.014293,0.0,0.0,0.0
2025-06-09,PF003,Growth Plus,Growth,27218086.018912,-0.000659,0.002301,-0.011957,0.19058,0.011298,0.0,0.0,0.0
2025-06-10,PF003,Growth Plus,Growth,27090683.098253,-0.004681,-0.002391,0.011638,0.204436,-0.016319,0.0,0.0,0.0
2025-06-11,PF003,Growth Plus,Growth,27122408.105463,0.001171,-0.001223,-0.013425,0.188266,0.014596,0.0,0.0,0.0
2025-06-12,PF003,Growth Plus,Growth,27063401.269414,-0.002176,-0.003396,0.011637,0.202094,-0.013813,0.0,0.0,0.0
2025-06-13,PF003,Growth Plus,Growth,26870638.829649,-0.007123,-0.010494,-0.004585,0.196583,-0.002538,0.0,0.0,0.0
2025-06-16,PF003,Growth Plus,Growth,26714310.075814,-0.005818,-0.016251,0.001813,0.198752,-0.007631,0.0,0.0,0.0
2025-06-17,PF003,Growth Plus,Growth,26784544.865257,0.002629,-0.013665,-0.001155,0.197367,0.003784,0.0,0.0,0.0
2025-06-18,PF003,Growth Plus,Growth,26763658.112817,-0.00078,-0.014434,0.013738,0.213817,-0.014518,0.0,0.0,0.0
2025-06-19,PF003,Growth Plus,Growth,26862774.20793,0.003703,-0.010784,-0.00318,0.209957,0.006883,0.0,0.0,0.0
2025-06-20,PF003,Growth Plus,Growth,26717742.510029,-0.005399,-0.016125,-0.020449,0.185215,0.01505,0.0,0.0,0.0
2025-06-23,PF003,Growth Plus,Growth,26840255.513586,0.004585,-0.011613,0.001224,0.186665,0.003361,0.0,0.0,0.0
2025-06-24,PF003,Growth Plus,Growth,26686935.057953,-0.005712,-0.017259,0.000129,0.186818,-0.005841,0.0,0.0,0.0
2025-06-25,PF003,Growth Plus,Growth,26726061.328578,0.001466,-0.015818,-0.009332,0.175743,0.010798,0.0,0.0,0.0
2025-06-26,PF003,Growth Plus,Growth,26902896.903281,0.006617,-0.009306,-0.020244,0.151941,0.026861,0.0,0.0,0.0
2025-06-27,PF003,Growth Plus,Growth,27047887.124857,0.005389,-0.003967,0.00951,0.162896,-0.004121,0.0,0.0,0.0
2025-06-30,PF003,Growth Plus,Growth,27252577.856117,0.007042,0.003047,-0.000846,0.161912,0.007888,16079.4,1855.46,14223.94
2025-07-01,PF003,Growth Plus,Growth,27098369.827614,-0.005658,-0.002629,-0.000959,0.160798,-0.004699,0.0,0.0,0.0
2025-07-02,PF003,Growth Plus,Growth,27021996.662387,-0.002818,-0.00544,0.017948,0.181632,-0.020766,0.0,0.0,0.0
2025-07-03,PF003,Growth Plus,Growth,26923413.711697,-0.003648,-0.009068,-0.014431,0.16458,0.010783,0.0,0.0,0.0
2025-07-04,PF003,Growth Plus,Growth,26926181.588288,0.000103,-0.008966,-0.007767,0.155535,0.00787,0.0,0.0,0.0
2025-07-07,PF003,Growth Plus,Growth,26890818.819211,-0.001313,-0.010268,0.004338,0.160547,-0.005651,0.0,0.0,0.0
2025-07-08,PF003,Growth Plus,Growth,26803376.789154,-0.003252,-0.013486,0.018926,0.182512,-0.022178,0.0,0.0,0.0
2025-07-09,PF003,Growth Plus,Growth,26622746.718202,-0.006739,-0.020134,0.006139,0.189771,-0.012878,0.0,0.0,0.0
2025-07-10,PF003,Growth Plus,Growth,26459824.148801,-0.00612,-0.026131,0.007422,0.198602,-0.013542,0.0,0.0,0.0
2025-07-11,PF003,Growth Plus,Growth,26781367.971885,0.012152,-0.014296,0.002951,0.202139,0.009201,0.0,0.0,0.0
2025-07-14,PF003,Growth Plus,Growth,26905983.34232,0.004653,-0.00971,-0.002001,0.199733,0.006654,0.0,0.0,0.0
2025-07-15,PF003,Growth Plus,Growth,26833131.470109,-0.002708,-0.012391,0.015075,0.217819,-0.017783,0.0,0.0,0.0
2025-07-16,PF003,Growth Plus,Growth,26850996.368435,0.000666,-0.011734,-0.007435,0.208765,0.008101,0.0,0.0,0.0
2025-07-17,PF003,Growth Plus,Growth,26820053.256277,-0.001152,-0.012872,0.017929,0.230437,-0.019081,0.0,0.0,0.0
2025-07-18,PF003,Growth Plus,Growth,26832231.763959,0.000454,-0.012424,-0.006472,0.222473,0.006926,0.0,0.0,0.0
2025-07-21,PF003,Growth Plus,Growth,26699198.743692,-0.004958,-0.017321,0.002277,0.225257,-0.007235,0.0,0.0,0.0
2025-07-22,PF003,Growth Plus,Growth,26606005.076006,-0.003491,-0.020751,0.000646,0.226049,-0.004137,0.0,0.0,0.0
2025-07-23,PF003,Growth Plus,Growth,26623563.111955,0.00066,-0.020104,-0.000644,0.225259,0.001304,0.0,0.0,0.0
2025-07-24,PF003,Growth Plus,Growth,26746867.846789,0.004631,-0.015566,0.010772,0.238457,-0.006141,0.0,0.0,0.0
2025-07-25,PF003,Growth Plus,Growth,26665327.313006,-0.003049,-0.018567,-0.006266,0.230697,0.003217,0.0,0.0,0.0
2025-07-28,PF003,Growth Plus,Growth,26829354.132532,0.006151,-0.01253,0.001223,0.232202,0.004928,0.0,0.0,0.0
2025-07-29,PF003,Growth Plus,Growth,26805529.022104,-0.000888,-0.013407,-0.009329,0.220707,0.008441,0.0,0.0,0.0
2025-07-30,PF003,Growth Plus,Growth,26845420.615449,0.001488,-0.011939,-0.005149,0.214422,0.006637,0.0,0.0,0.0
2025-07-31,PF003,Growth Plus,Growth,26877692.052553,0.000644,-0.011302,-0.00168,0.212382,0.002324,15941.29,967.93,14973.36
2025-08-01,PF003,Growth Plus,Growth,26880093.745004,8.9e-05,-0.011214,-0.002159,0.209764,0.002248,0.0,0.0,0.0
2025-08-04,PF003,Growth Plus,Growth,27148042.689035,0.009968,-0.001357,0.014658,0.227497,-0.00469,0.0,0.0,0.0
2025-08-05,PF003,Growth Plus,Growth,27252318.79144,0.003841,0.002479,0.0089,0.238421,-0.005059,0.0,0.0,0.0
2025-08-06,PF003,Growth Plus,Growth,27582385.676208,0.012112,0.01462,-0.00525,0.23192,0.017362,0.0,0.0,0.0
2025-08-07,PF003,Growth Plus,Growth,27217778.510055,-0.013219,0.001208,0.005244,0.23838,-0.018463,0.0,0.0,0.0
2025-08-08,PF003,Growth Plus,Growth,27374890.349953,0.005772,0.006987,0.002348,0.241288,0.003424,0.0,0.0,0.0
2025-08-11,PF003,Growth Plus,Growth,27401759.594716,0.000982,0.007976,-0.019084,0.217599,0.020066,0.0,0.0,0.0
2025-08-12,PF003,Growth Plus,Growth,27452759.088091,0.001861,0.009852,-0.00342,0.213435,0.005281,0.0,0.0,0.0
2025-08-13,PF003,Growth Plus,Growth,27504564.121044,0.001887,0.011757,0.006808,0.221696,-0.004921,0.0,0.0,0.0
2025-08-14,PF003,Growth Plus,Growth,27522282.872432,0.000644,0.012409,-0.00092,0.220572,0.001564,0.0,0.0,0.0
2025-08-15,PF003,Growth Plus,Growth,27892795.547597,0.013462,0.026039,-0.009417,0.209078,0.022879,0.0,0.0,0.0
2025-08-18,PF003,Growth Plus,Growth,27987352.557104,0.00339,0.029517,0.004592,0.21463,-0.001202,0.0,0.0,0.0
2025-08-19,PF003,Growth Plus,Growth,27914632.687681,-0.002598,0.026842,-0.012424,0.199539,0.009826,0.0,0.0,0.0
2025-08-20,PF003,Growth Plus,Growth,27788772.286435,-0.004509,0.022212,0.014271,0.216658,-0.01878,0.0,0.0,0.0
2025-08-21,PF003,Growth Plus,Growth,27865149.229254,0.002748,0.025022,-0.006415,0.208853,0.009163,0.0,0.0,0.0
2025-08-22,PF003,Growth Plus,Growth,27999880.165045,0.004835,0.029978,0.002799,0.212237,0.002036,0.0,0.0,0.0
2025-08-25,PF003,Growth Plus,Growth,28041584.193922,0.001489,0.031512,0.011246,0.225869,-0.009757,0.0,0.0,0.0
2025-08-26,PF003,Growth Plus,Growth,28174329.655176,0.004734,0.036395,0.005699,0.232856,-0.000965,0.0,0.0,0.0
2025-08-27,PF003,Growth Plus,Growth,28141189.950496,-0.001176,0.035176,0.009065,0.244031,-0.010241,0.0,0.0,0.0
2025-08-28,PF003,Growth Plus,Growth,28058638.563209,-0.002933,0.032139,0.00052,0.244678,-0.003453,0.0,0.0,0.0
2025-08-29,PF003,Growth Plus,Growth,28007025.826516,-0.001839,0.03024,0.020388,0.270055,-0.022227,0.0,0.0,0.0
2025-09-01,PF003,Growth Plus,Growth,28079948.287032,0.002604,0.032923,-0.020324,0.244242,0.022928,0.0,0.0,0.0
2025-09-02,PF003,Growth Plus,Growth,28062493.500168,-0.000622,0.032281,0.013951,0.261601,-0.014573,0.0,0.0,0.0
2025-09-03,PF003,Growth Plus,Growth,28194313.441604,0.004697,0.03713,-0.000365,0.26114,0.005062,0.0,0.0,0.0
2025-09-04,PF003,Growth Plus,Growth,28285849.656434,0.003247,0.040497,-0.01801,0.238427,0.021257,0.0,0.0,0.0
2025-09-05,PF003,Growth Plus,Growth,28276933.939091,-0.000315,0.040169,0.005003,0.244623,-0.005318,0.0,0.0,0.0
2025-09-08,PF003,Growth Plus,Growth,28432184.508939,0.00549,0.04588,-0.005521,0.237751,0.011011,0.0,0.0,0.0
2025-09-09,PF003,Growth Plus,Growth,28287412.210455,-0.005092,0.040555,-0.009445,0.226061,0.004353,0.0,0.0,0.0
2025-09-10,PF003,Growth Plus,Growth,28239374.18101,-0.001698,0.038787,-0.002334,0.223199,0.000636,0.0,0.0,0.0
2025-09-11,PF003,Growth Plus,Growth,28095089.524704,-0.005109,0.03348,0.005385,0.229786,-0.010494,0.0,0.0,0.0
2025-09-12,PF003,Growth Plus,Growth,27991784.389645,-0.003677,0.02968,0.005089,0.236044,-0.008766,0.0,0.0,0.0
2025-09-15,PF003,Growth Plus,Growth,27775682.184618,-0.00772,0.021731,-0.0033,0.231966,-0.00442,0.0,0.0,0.0
2025-09-16,PF003,Growth Plus,Growth,27757726.523866,-0.000646,0.02107,0.003067,0.235744,-0.003713,0.0,0.0,0.0
2025-09-17,PF003,Growth Plus,Growth,27516540.400284,-0.008689,0.012198,-0.006024,0.2283,-0.002665,0.0,0.0,0.0
2025-09-18,PF003,Growth Plus,Growth,27475423.062554,-0.001494,0.010685,0.005405,0.234939,-0.006899,0.0,0.0,0.0
2025-09-19,PF003,Growth Plus,Growth,27136240.260981,-0.012345,-0.001791,0.001838,0.237209,-0.014183,0.0,0.0,0.0
2025-09-22,PF003,Growth Plus,Growth,27299959.699358,0.006033,0.004231,0.015572,0.256474,-0.009539,0.0,0.0,0.0
2025-09-23,PF003,Growth Plus,Growth,27236511.227947,-0.002324,0.001897,0.00211,0.259126,-0.004434,0.0,0.0,0.0
2025-09-24,PF003,Growth Plus,Growth,27258727.864377,0.000816,0.002714,0.004253,0.264481,-0.003437,0.0,0.0,0.0
2025-09-25,PF003,Growth Plus,Growth,27467178.95572,0.007647,0.010382,0.015608,0.284217,-0.007961,0.0,0.0,0.0
2025-09-26,PF003,Growth Plus,Growth,27561967.205378,0.003451,0.013869,-0.010259,0.271042,0.01371,0.0,0.0,0.0
2025-09-29,PF003,Growth Plus,Growth,27479174.240047,-0.003004,0.010823,0.010115,0.283898,-0.013119,0.0,0.0,0.0
2025-09-30,PF003,Growth Plus,Growth,27752551.393744,0.009366,0.02029,-0.010889,0.269918,0.020255,16018.79,0.0,16018.79
2025-10-01,PF003,Growth Plus,Growth,27691142.378614,-0.002213,0.018033,-0.001615,0.267867,-0.000598,0.0,0.0,0.0
2025-10-02,PF003,Growth Plus,Growth,27598063.80906,-0.003361,0.014611,-0.009935,0.255271,0.006574,0.0,0.0,0.0
2025-10-03,PF003,Growth Plus,Growth,27609826.479337,0.000426,0.015043,0.003096,0.259157,-0.00267,0.0,0.0,0.0
2025-10-06,PF003,Growth Plus,Growth,27988912.79794,0.01373,0.02898,0.000625,0.259944,0.013105,0.0,0.0,0.0
2025-10-07,PF003,Growth Plus,Growth,28133530.510211,0.005167,0.034297,-0.005606,0.252881,0.010773,0.0,0.0,0.0
2025-10-08,PF003,Growth Plus,Growth,28081508.092729,-0.001849,0.032384,0.005393,0.259638,-0.007242,0.0,0.0,0.0
2025-10-09,PF003,Growth Plus,Growth,28339159.293701,0.009175,0.041856,0.011853,0.274568,-0.002678,0.0,0.0,0.0
2025-10-10,PF003,Growth Plus,Growth,28409878.7637,0.002495,0.044456,0.001226,0.276131,0.001269,0.0,0.0,0.0
2025-10-13,PF003,Growth Plus,Growth,28250687.779665,-0.005603,0.038604,-0.001381,0.274369,-0.004222,0.0,0.0,0.0
2025-10-14,PF003,Growth Plus,Growth,28206539.273442,-0.001563,0.036981,-0.006629,0.265921,0.005066,0.0,0.0,0.0
2025-10-15,PF003,Growth Plus,Growth,28150690.751623,-0.00198,0.034928,0.006362,0.273975,-0.008342,0.0,0.0,0.0
2025-10-16,PF003,Growth Plus,Growth,28040389.333435,-0.003918,0.030872,-0.008548,0.263085,0.00463,0.0,0.0,0.0
2025-10-17,PF003,Growth Plus,Growth,28138263.007679,0.00349,0.034471,0.012077,0.278339,-0.008587,0.0,0.0,0.0
2025-10-20,PF003,Growth Plus,Growth,28162456.959579,0.00086,0.03536,-0.011731,0.263343,0.012591,0.0,0.0,0.0
2025-10-21,PF003,Growth Plus,Growth,28119615.880327,-0.001521,0.033785,-0.015442,0.243834,0.013921,0.0,0.0,0.0
2025-10-22,PF003,Growth Plus,Growth,28150706.604118,0.001106,0.034928,0.010957,0.257463,-0.009851,0.0,0.0,0.0
2025-10-23,PF003,Growth Plus,Growth,28294090.326447,0.005093,0.040199,0.0017,0.259601,0.003393,0.0,0.0,0.0
2025-10-24,PF003,Growth Plus,Growth,28128616.552419,-0.005848,0.034116,-0.006247,0.251732,0.000399,0.0,0.0,0.0
2025-10-27,PF003,Growth Plus,Growth,28240253.289685,0.003969,0.03822,-0.00052,0.251081,0.004489,0.0,0.0,0.0
2025-10-28,PF003,Growth Plus,Growth,28364343.584825,0.004394,0.042782,-0.013721,0.233915,0.018115,0.0,0.0,0.0
2025-10-29,PF003,Growth Plus,Growth,28515143.319478,0.005317,0.048326,-0.012998,0.217876,0.018315,0.0,0.0,0.0
2025-10-30,PF003,Growth Plus,Growth,28330693.695683,-0.006468,0.041545,0.007173,0.226612,-0.013641,0.0,0.0,0.0
2025-10-31,PF003,Growth Plus,Growth,28329092.08344,-0.000618,0.040902,0.005856,0.233795,-0.006474,15903.46,0.0,15903.46
2025-11-03,PF003,Growth Plus,Growth,28368835.186066,0.001403,0.042362,0.003167,0.237703,-0.001764,0.0,0.0,0.0
2025-11-04,PF003,Growth Plus,Growth,28252808.248328,-0.00409,0.038099,-0.000224,0.237425,-0.003866,0.0,0.0,0.0
2025-11-05,PF003,Growth Plus,Growth,28118371.241489,-0.004758,0.033159,-0.003322,0.233315,-0.001436,0.0,0.0,0.0
2025-11-06,PF003,Growth Plus,Growth,28170490.014671,0.001854,0.035074,-0.008696,0.22259,0.01055,0.0,0.0,0.0
2025-11-07,PF003,Growth Plus,Growth,28051907.631256,-0.004209,0.030717,0.005733,0.229599,-0.009942,0.0,0.0,0.0
2025-11-10,PF003,Growth Plus,Growth,28063157.623072,0.000401,0.03113,-0.001255,0.228056,0.001656,0.0,0.0,0.0
2025-11-11,PF003,Growth Plus,Growth,27993800.864727,-0.002471,0.028582,0.025598,0.259492,-0.028069,0.0,0.0,0.0
2025-11-12,PF003,Growth Plus,Growth,28117340.629116,0.004413,0.033121,-0.000644,0.25868,0.005057,0.0,0.0,0.0
2025-11-13,PF003,Growth Plus,Growth,28095307.775261,-0.000784,0.032312,0.003547,0.263145,-0.004331,0.0,0.0,0.0
2025-11-14,PF003,Growth Plus,Growth,27971541.425659,-0.004405,0.027764,-0.001283,0.261524,-0.003122,0.0,0.0,0.0
2025-11-17,PF003,Growth Plus,Growth,28050592.822071,0.002826,0.030669,0.009039,0.272927,-0.006213,0.0,0.0,0.0
2025-11-18,PF003,Growth Plus,Growth,27971624.286059,-0.002815,0.027767,0.00258,0.276211,-0.005395,0.0,0.0,0.0
2025-11-19,PF003,Growth Plus,Growth,27860243.267867,-0.003982,0.023675,-0.002165,0.273448,-0.001817,0.0,0.0,0.0
2025-11-20,PF003,Growth Plus,Growth,27790271.376133,-0.002512,0.021104,-0.007306,0.264145,0.004794,0.0,0.0,0.0
2025-11-21,PF003,Growth Plus,Growth,28025965.979564,0.008481,0.029764,-0.011496,0.249612,0.019977,0.0,0.0,0.0
2025-11-24,PF003,Growth Plus,Growth,28064376.639379,0.001371,0.031175,-0.004734,0.243696,0.006105,0.0,0.0,0.0
2025-11-25,PF003,Growth Plus,Growth,27990921.359396,-0.002617,0.028476,-0.006306,0.235854,0.003689,0.0,0.0,0.0
2025-11-26,PF003,Growth Plus,Growth,28070097.297324,0.002829,0.031385,0.016132,0.25579,-0.013303,0.0,0.0,0.0
2025-11-27,PF003,Growth Plus,Growth,27837345.852065,-0.008292,0.022833,0.001164,0.257252,-0.009456,0.0,0.0,0.0
2025-11-28,PF003,Growth Plus,Growth,27898475.368543,0.002196,0.025079,-0.009373,0.245468,0.011569,0.0,0.0,0.0
2025-12-01,PF003,Growth Plus,Growth,27879236.802729,-0.00069,0.024372,0.010109,0.258058,-0.010799,0.0,0.0,0.0
2025-12-02,PF003,Growth Plus,Growth,27806082.666178,-0.002624,0.021685,-0.012115,0.242817,0.009491,0.0,0.0,0.0
2025-12-03,PF003,Growth Plus,Growth,28042921.624067,0.008518,0.030387,0.01087,0.256326,-0.002352,0.0,0.0,0.0
2025-12-04,PF003,Growth Plus,Growth,27906504.798975,-0.004865,0.025374,0.009541,0.268313,-0.014406,0.0,0.0,0.0
2025-12-05,PF003,Growth Plus,Growth,27996565.271752,0.003227,0.028683,0.017737,0.290809,-0.01451,0.0,0.0,0.0
2025-12-08,PF003,Growth Plus,Growth,28026594.784379,0.001073,0.029787,0.003183,0.294918,-0.00211,0.0,0.0,0.0
2025-12-09,PF003,Growth Plus,Growth,27832802.031315,-0.006915,0.022666,-0.002032,0.292286,-0.004883,0.0,0.0,0.0
2025-12-10,PF003,Growth Plus,Growth,28049128.815109,0.007772,0.030615,-0.004826,0.28605,0.012598,0.0,0.0,0.0
2025-12-11,PF003,Growth Plus,Growth,27938544.684719,-0.003943,0.026552,0.004568,0.291925,-0.008511,0.0,0.0,0.0
2025-12-12,PF003,Growth Plus,Growth,27791265.463268,-0.005272,0.02114,0.001789,0.294236,-0.007061,0.0,0.0,0.0
2025-12-15,PF003,Growth Plus,Growth,27497228.918332,-0.01058,0.010336,0.006757,0.302981,-0.017337,0.0,0.0,0.0
2025-12-16,PF003,Growth Plus,Growth,27717655.908497,0.008016,0.018435,0.003601,0.307673,0.004415,0.0,0.0,0.0
2025-12-17,PF003,Growth Plus,Growth,27716228.610741,-5.1e-05,0.018383,0.003876,0.312742,-0.003927,0.0,0.0,0.0
2025-12-18,PF003,Growth Plus,Growth,27694512.811031,-0.000784,0.017585,0.002277,0.315731,-0.003061,0.0,0.0,0.0
2025-12-19,PF003,Growth Plus,Growth,27795732.802613,0.003655,0.021304,-0.01476,0.29631,0.018415,0.0,0.0,0.0
2025-12-22,PF003,Growth Plus,Growth,27706223.398255,-0.00322,0.018015,-0.012047,0.280694,0.008827,0.0,0.0,0.0
2025-12-23,PF003,Growth Plus,Growth,28015156.020138,0.01115,0.029367,0.015547,0.300605,-0.004397,0.0,0.0,0.0
2025-12-24,PF003,Growth Plus,Growth,28091277.988223,0.002717,0.032164,0.004035,0.305853,-0.001318,0.0,0.0,0.0
2025-12-25,PF003,Growth Plus,Growth,27903551.205712,-0.006683,0.025266,-0.014123,0.28741,0.00744,0.0,0.0,0.0
2025-12-26,PF003,Growth Plus,Growth,27770583.154819,-0.004765,0.02038,-0.001328,0.2857,-0.003437,0.0,0.0,0.0
2025-12-29,PF003,Growth Plus,Growth,27694265.644413,-0.002748,0.017576,0.016984,0.307537,-0.019732,0.0,0.0,0.0
2025-12-30,PF003,Growth Plus,Growth,27624824.327819,-0.002507,0.015025,-0.007795,0.297345,0.005288,0.0,0.0,0.0
2025-12-31,PF003,Growth Plus,Growth,27586482.986467,-0.001851,0.013146,0.004606,0.30332,-0.006457,16111.17,3331.59,12779.58
2025-01-02,PF004,Retirement 2045,Target Date,32517356.02981,0.0,0.0,-0.000896,-0.000896,0.000896,0.0,0.0,0.0
2025-01-03,PF004,Retirement 2045,Target Date,32459661.251952,-0.001774,-0.001774,-0.003148,-0.004041,0.001374,0.0,0.0,0.0
2025-01-06,PF004,Retirement 2045,Target Date,32776084.181429,0.009748,0.007957,0.003673,-0.000383,0.006075,0.0,0.0,0.0
2025-01-07,PF004,Retirement 2045,Target Date,32674618.130453,-0.003096,0.004836,-0.00247,-0.002852,-0.000626,0.0,0.0,0.0
2025-01-08,PF004,Retirement 2045,Target Date,32666183.859076,-0.000258,0.004577,-0.005271,-0.008108,0.005013,0.0,0.0,0.0
2025-01-09,PF004,Retirement 2045,Target Date,32829017.921486,0.004985,0.009584,0.000464,-0.007648,0.004521,0.0,0.0,0.0
2025-01-10,PF004,Retirement 2045,Target Date,32635956.011559,-0.005881,0.003647,-0.009922,-0.017494,0.004041,0.0,0.0,0.0
2025-01-13,PF004,Retirement 2045,Target Date,32519406.402753,-0.003571,6.3e-05,0.002845,-0.014699,-0.006416,0.0,0.0,0.0
2025-01-14,PF004,Retirement 2045,Target Date,32561027.035629,0.00128,0.001343,-0.003021,-0.017675,0.004301,0.0,0.0,0.0
2025-01-15,PF004,Retirement 2045,Target Date,32720501.660002,0.004898,0.006247,-0.001299,-0.018951,0.006197,0.0,0.0,0.0
2025-01-16,PF004,Retirement 2045,Target Date,32547411.646559,-0.00529,0.000924,-0.003857,-0.022735,-0.001433,0.0,0.0,0.0
2025-01-17,PF004,Retirement 2045,Target Date,32416175.763393,-0.004032,-0.003112,-0.004071,-0.026714,3.9e-05,0.0,0.0,0.0
2025-01-20,PF004,Retirement 2045,Target Date,32160773.637067,-0.007879,-0.010966,0.005309,-0.021547,-0.013188,0.0,0.0,0.0
2025-01-21,PF004,Retirement 2045,Target Date,32048096.734184,-0.003504,-0.014431,-0.002989,-0.024471,-0.000515,0.0,0.0,0.0
2025-01-22,PF004,Retirement 2045,Target Date,31896470.940257,-0.004731,-0.019094,0.012345,-0.012428,-0.017076,0.0,0.0,0.0
2025-01-23,PF004,Retirement 2045,Target Date,32096319.100804,0.006266,-0.012948,0.007328,-0.005191,-0.001062,0.0,0.0,0.0
2025-01-24,PF004,Retirement 2045,Target Date,32344953.085449,0.007746,-0.005302,-0.004193,-0.009363,0.011939,0.0,0.0,0.0
2025-01-27,PF004,Retirement 2045,Target Date,32514268.888004,0.005235,-9.5e-05,0.005294,-0.004118,-5.9e-05,0.0,0.0,0.0
2025-01-28,PF004,Retirement 2045,Target Date,32270998.233499,-0.007482,-0.007576,0.004175,4e-05,-0.011657,0.0,0.0,0.0
2025-01-29,PF004,Retirement 2045,Target Date,32003538.416953,-0.008288,-0.015801,0.01256,0.0126,-0.020848,0.0,0.0,0.0
2025-01-30,PF004,Retirement 2045,Target Date,32099997.689248,0.003014,-0.012835,-0.009425,0.003056,0.012439,0.0,0.0,0.0
2025-01-31,PF004,Retirement 2045,Target Date,32297793.161405,0.005806,-0.007104,-0.000291,0.002765,0.006097,16004.09,4577.51,11426.58
2025-02-03,PF004,Retirement 2045,Target Date,32326662.940155,0.000894,-0.006216,0.011309,0.014105,-0.010415,0.0,0.0,0.0
