cost_id,date,job_id,contractor_id,cost_category,actual_cost_cad
COST01329,2025-04-27,JOB0005,CON004,Fluids,9415.22
COST01330,2025-04-27,JOB0005,CON004,Cementing,3874.34
COST01331,2025-04-27,JOB0005,CON002,Rentals,6442.23
COST01332,2025-04-27,JOB0005,CON003,HSE,3496.8
COST01333,2025-04-28,JOB0005,CON003,Rig,23962.27
COST01334,2025-04-28,JOB0005,CON002,Directional,8446.76
COST01335,2025-04-28,JOB0005,CON006,Fluids,5849.23
COST01336,2025-04-28,JOB0005,CON005,Cementing,3118.98
COST01337,2025-04-28,JOB0005,CON003,Rentals,4469.65
COST01338,2025-04-28,JOB0005,CON005,HSE,3099.63
COST01339,2025-04-29,JOB0005,CON004,Rig,17320.58
COST01340,2025-04-29,JOB0005,CON003,Directional,7867.92
COST01341,2025-04-29,JOB0005,CON001,Fluids,6724.54
COST01342,2025-04-29,JOB0005,CON006,Cementing,4338.02
COST01343,2025-04-29,JOB0005,CON006,Rentals,5876.41
COST01344,2025-04-29,JOB0005,CON003,HSE,2929.25
COST01345,2025-04-30,JOB0005,CON004,Rig,18524.27
COST01346,2025-04-30,JOB0005,CON006,Directional,9519.89
COST01347,2025-04-30,JOB0005,CON006,Fluids,7098.3
COST01348,2025-04-30,JOB0005,CON004,Cementing,4032.67
COST01349,2025-04-30,JOB0005,CON005,Rentals,6877.47
COST01350,2025-04-30,JOB0005,CON006,HSE,2772.3
COST01351,2025-05-01,JOB0005,CON006,Rig,15854.89
COST01352,2025-05-01,JOB0005,CON001,Directional,7888.29
COST01353,2025-05-01,JOB0005,CON006,Fluids,6550.7
COST01354,2025-05-01,JOB0005,CON006,Cementing,3907.32
COST01355,2025-05-01,JOB0005,CON005,Rentals,4716.02
COST01356,2025-05-01,JOB0005,CON001,HSE,2286.56
COST01357,2025-04-03,JOB0006,CON002,Rig,37312.21
COST01358,2025-04-03,JOB0006,CON001,Directional,15030.52
COST01359,2025-04-03,JOB0006,CON005,Fluids,9459.52
COST01360,2025-04-03,JOB0006,CON005,Cementing,6680.5
COST01361,2025-04-03,JOB0006,CON002,Rentals,10287.79
COST01362,2025-04-03,JOB0006,CON004,HSE,3933.77
COST01363,2025-04-04,JOB0006,CON006,Rig,19297.38
COST01364,2025-04-04,JOB0006,CON002,Directional,12227.44
COST01365,2025-04-04,JOB0006,CON001,Fluids,9596.66
COST01366,2025-04-04,JOB0006,CON004,Cementing,4575.3
COST01367,2025-04-04,JOB0006,CON003,Rentals,6519.62
COST01368,2025-04-04,JOB0006,CON006,HSE,4013.0
COST01369,2025-04-05,JOB0006,CON004,Rig,31600.15
COST01370,2025-04-05,JOB0006,CON005,Directional,11607.13
COST01371,2025-04-05,JOB0006,CON004,Fluids,10442.54
COST01372,2025-04-05,JOB0006,CON002,Cementing,5280.83
COST01373,2025-04-05,JOB0006,CON003,Rentals,7384.41
COST01374,2025-04-05,JOB0006,CON001,HSE,4669.58
COST01375,2025-04-06,JOB0006,CON005,Rig,25366.38
COST01376,2025-04-06,JOB0006,CON001,Directional,11622.18
COST01377,2025-04-06,JOB0006,CON006,Fluids,8905.18
COST01378,2025-04-06,JOB0006,CON006,Cementing,5452.22
COST01379,2025-04-06,JOB0006,CON003,Rentals,8124.06
COST01380,2025-04-06,JOB0006,CON005,HSE,3198.55
COST01381,2025-04-07,JOB0006,CON005,Rig,31121.31
COST01382,2025-04-07,JOB0006,CON003,Directional,17548.21
COST01383,2025-04-07,JOB0006,CON003,Fluids,10508.55
COST01384,2025-04-07,JOB0006,CON003,Cementing,5680.03
COST01385,2025-04-07,JOB0006,CON001,Rentals,9826.57
COST01386,2025-04-07,JOB0006,CON004,HSE,5992.62
COST01387,2025-04-08,JOB0006,CON003,Rig,26069.05
COST01388,2025-04-08,JOB0006,CON002,Directional,10844.78
COST01389,2025-04-08,JOB0006,CON001,Fluids,10609.18
COST01390,2025-04-08,JOB0006,CON001,Cementing,5443.65
COST01391,2025-04-08,JOB0006,CON006,Rentals,9490.72
COST01392,2025-04-08,JOB0006,CON006,HSE,4217.94
COST01393,2025-04-09,JOB0006,CON005,Rig,28136.89
COST01394,2025-04-09,JOB0006,CON003,Directional,12436.67
COST01395,2025-04-09,JOB0006,CON003,Fluids,11039.26
COST01396,2025-04-09,JOB0006,CON006,Cementing,7017.46
COST01397,2025-04-09,JOB0006,CON005,Rentals,9041.79
COST01398,2025-04-09,JOB0006,CON002,HSE,4977.14
COST01399,2025-04-10,JOB0006,CON005,Rig,23883.82
COST01400,2025-04-10,JOB0006,CON004,Directional,10150.02
COST01401,2025-04-10,JOB0006,CON004,Fluids,8262.94
COST01402,2025-04-10,JOB0006,CON006,Cementing,6354.82
COST01403,2025-04-10,JOB0006,CON004,Rentals,9047.4
COST01404,2025-04-10,JOB0006,CON002,HSE,3643.15
COST01405,2025-04-11,JOB0006,CON005,Rig,31983.02
COST01406,2025-04-11,JOB0006,CON004,Directional,14992.44
COST01407,2025-04-11,JOB0006,CON003,Fluids,10077.88
COST01408,2025-04-11,JOB0006,CON003,Cementing,6732.09
COST01409,2025-04-11,JOB0006,CON001,Rentals,9331.15
COST01410,2025-04-11,JOB0006,CON006,HSE,4648.62
COST01411,2025-04-12,JOB0006,CON004,Rig,24461.7
COST01412,2025-04-12,JOB0006,CON005,Directional,13692.19
COST01413,2025-04-12,JOB0006,CON003,Fluids,7580.08
COST01414,2025-04-12,JOB0006,CON003,Cementing,5658.07
COST01415,2025-04-12,JOB0006,CON001,Rentals,9842.77
COST01416,2025-04-12,JOB0006,CON003,HSE,4129.14
COST01417,2025-04-13,JOB0006,CON004,Rig,31720.87
COST01418,2025-04-13,JOB0006,CON003,Directional,12740.99
COST01419,2025-04-13,JOB0006,CON005,Fluids,9554.79
COST01420,2025-04-13,JOB0006,CON001,Cementing,6993.5
COST01421,2025-04-13,JOB0006,CON003,Rentals,9383.97
COST01422,2025-04-13,JOB0006,CON004,HSE,5048.98
COST01423,2025-04-14,JOB0006,CON004,Rig,34021.62
COST01424,2025-04-14,JOB0006,CON004,Directional,12256.09
COST01425,2025-04-14,JOB0006,CON004,Fluids,11575.77
COST01426,2025-04-14,JOB0006,CON002,Cementing,5562.82
COST01427,2025-04-14,JOB0006,CON003,Rentals,10008.38
COST01428,2025-04-14,JOB0006,CON003,HSE,3502.87
COST01429,2025-04-15,JOB0006,CON003,Rig,28436.55
COST01430,2025-04-15,JOB0006,CON004,Directional,10584.67
COST01431,2025-04-15,JOB0006,CON002,Fluids,8632.8
COST01432,2025-04-15,JOB0006,CON004,Cementing,3823.81
COST01433,2025-04-15,JOB0006,CON005,Rentals,8419.7
COST01434,2025-04-15,JOB0006,CON005,HSE,2914.03
COST01435,2025-04-16,JOB0006,CON005,Rig,43129.34
COST01436,2025-04-16,JOB0006,CON004,Directional,14306.47
COST01437,2025-04-16,JOB0006,CON005,Fluids,12635.79
COST01438,2025-04-16,JOB0006,CON002,Cementing,6001.73
COST01439,2025-04-16,JOB0006,CON006,Rentals,11787.65
COST01440,2025-04-16,JOB0006,CON006,HSE,5937.47
COST01441,2025-04-17,JOB0006,CON005,Rig,23872.41
COST01442,2025-04-17,JOB0006,CON003,Directional,11242.25
COST01443,2025-04-17,JOB0006,CON004,Fluids,10204.36
COST01444,2025-04-17,JOB0006,CON002,Cementing,4766.25
COST01445,2025-04-17,JOB0006,CON003,Rentals,9457.54
COST01446,2025-04-17,JOB0006,CON003,HSE,4198.17
COST01447,2025-04-18,JOB0006,CON004,Rig,28540.4
COST01448,2025-04-18,JOB0006,CON002,Directional,9762.31
COST01449,2025-04-18,JOB0006,CON004,Fluids,10152.93
COST01450,2025-04-18,JOB0006,CON006,Cementing,4815.89
COST01451,2025-04-18,JOB0006,CON004,Rentals,7454.85
COST01452,2025-04-18,JOB0006,CON006,HSE,3982.75
COST01453,2025-04-19,JOB0006,CON005,Rig,37480.63
COST01454,2025-04-19,JOB0006,CON005,Directional,17181.03
COST01455,2025-04-19,JOB0006,CON003,Fluids,12969.3
COST01456,2025-04-19,JOB0006,CON006,Cementing,6595.17
COST01457,2025-04-19,JOB0006,CON002,Rentals,11155.61
COST01458,2025-04-19,JOB0006,CON003,HSE,5149.09
COST01459,2025-04-20,JOB0006,CON002,Rig,28248.89
COST01460,2025-04-20,JOB0006,CON002,Directional,13560.94
COST01461,2025-04-20,JOB0006,CON004,Fluids,7456.92
COST01462,2025-04-20,JOB0006,CON005,Cementing,3920.0
COST01463,2025-04-20,JOB0006,CON004,Rentals,6131.72
COST01464,2025-04-20,JOB0006,CON005,HSE,2879.27
COST01465,2025-04-21,JOB0006,CON002,Rig,28136.2
COST01466,2025-04-21,JOB0006,CON001,Directional,11823.5
COST01467,2025-04-21,JOB0006,CON002,Fluids,6911.63
COST01468,2025-04-21,JOB0006,CON003,Cementing,3834.22
COST01469,2025-04-21,JOB0006,CON002,Rentals,7150.65
COST01470,2025-04-21,JOB0006,CON003,HSE,3506.79
COST01471,2025-04-22,JOB0006,CON001,Rig,21018.06
COST01472,2025-04-22,JOB0006,CON006,Directional,10915.45
COST01473,2025-04-22,JOB0006,CON005,Fluids,7819.81
COST01474,2025-04-22,JOB0006,CON006,Cementing,4243.31
COST01475,2025-04-22,JOB0006,CON003,Rentals,8166.8
COST01476,2025-04-22,JOB0006,CON004,HSE,4345.69
COST01477,2025-04-23,JOB0006,CON002,Rig,28400.22
COST01478,2025-04-23,JOB0006,CON006,Directional,8920.28
COST01479,2025-04-23,JOB0006,CON003,Fluids,10220.88
COST01480,2025-04-23,JOB0006,CON002,Cementing,4503.35
COST01481,2025-04-23,JOB0006,CON002,Rentals,8310.32
COST01482,2025-04-23,JOB0006,CON006,HSE,4482.82
COST01483,2025-04-24,JOB0006,CON006,Rig,22881.39
COST01484,2025-04-24,JOB0006,CON004,Directional,11908.97
COST01485,2025-04-24,JOB0006,CON001,Fluids,8818.82
COST01486,2025-04-24,JOB0006,CON006,Cementing,4284.95
COST01487,2025-04-24,JOB0006,CON004,Rentals,7113.09
COST01488,2025-04-24,JOB0006,CON004,HSE,3631.74
COST01489,2025-04-25,JOB0006,CON002,Rig,24453.73
COST01490,2025-04-25,JOB0006,CON005,Directional,13117.9
COST01491,2025-04-25,JOB0006,CON001,Fluids,8660.33
COST01492,2025-04-25,JOB0006,CON002,Cementing,5287.61
COST01493,2025-04-25,JOB0006,CON001,Rentals,5387.26
COST01494,2025-04-25,JOB0006,CON002,HSE,3751.99
COST01495,2025-04-26,JOB0006,CON004,Rig,24854.92
COST01496,2025-04-26,JOB0006,CON003,Directional,9184.83
COST01497,2025-04-26,JOB0006,CON001,Fluids,9941.31
COST01498,2025-04-26,JOB0006,CON001,Cementing,4349.75
COST01499,2025-04-26,JOB0006,CON005,Rentals,7989.66
COST01500,2025-04-26,JOB0006,CON005,HSE,3428.72
COST01501,2025-04-27,JOB0006,CON001,Rig,31540.62
COST01502,2025-04-27,JOB0006,CON006,Directional,10663.83
COST01503,2025-04-27,JOB0006,CON005,Fluids,9858.79
COST01504,2025-04-27,JOB0006,CON006,Cementing,5982.94
COST01505,2025-04-27,JOB0006,CON004,Rentals,8812.77
COST01506,2025-04-27,JOB0006,CON005,HSE,4626.4
COST01507,2025-04-28,JOB0006,CON003,Rig,30253.33
COST01508,2025-04-28,JOB0006,CON005,Directional,12701.4
COST01509,2025-04-28,JOB0006,CON001,Fluids,7666.87
COST01510,2025-04-28,JOB0006,CON005,Cementing,5345.84
COST01511,2025-04-28,JOB0006,CON003,Rentals,8739.31
COST01512,2025-04-28,JOB0006,CON005,HSE,3350.72
COST01513,2025-04-29,JOB0006,CON002,Rig,24737.42
COST01514,2025-04-29,JOB0006,CON006,Directional,9494.56
COST01515,2025-04-29,JOB0006,CON001,Fluids,9093.52
COST01516,2025-04-29,JOB0006,CON005,Cementing,5047.84
COST01517,2025-04-29,JOB0006,CON005,Rentals,9033.98
COST01518,2025-04-29,JOB0006,CON003,HSE,3573.73
COST01519,2025-04-30,JOB0006,CON001,Rig,38573.43
COST01520,2025-04-30,JOB0006,CON005,Directional,14386.77
COST01521,2025-04-30,JOB0006,CON001,Fluids,9798.39
COST01522,2025-04-30,JOB0006,CON004,Cementing,7150.2
COST01523,2025-04-30,JOB0006,CON006,Rentals,8157.21
COST01524,2025-04-30,JOB0006,CON004,HSE,4836.5
COST01525,2025-05-01,JOB0006,CON006,Rig,33255.86
COST01526,2025-05-01,JOB0006,CON006,Directional,11128.37
COST01527,2025-05-01,JOB0006,CON004,Fluids,11142.5
COST01528,2025-05-01,JOB0006,CON004,Cementing,5482.86
COST01529,2025-05-01,JOB0006,CON001,Rentals,6673.72
COST01530,2025-05-01,JOB0006,CON005,HSE,4456.02
COST01531,2025-05-02,JOB0006,CON006,Rig,30564.99
COST01532,2025-05-02,JOB0006,CON001,Directional,8079.67
COST01533,2025-05-02,JOB0006,CON006,Fluids,10256.31
COST01534,2025-05-02,JOB0006,CON004,Cementing,4112.78
COST01535,2025-05-02,JOB0006,CON005,Rentals,8879.96
COST01536,2025-05-02,JOB0006,CON003,HSE,2843.19
COST01537,2025-05-03,JOB0006,CON002,Rig,25197.0
COST01538,2025-05-03,JOB0006,CON006,Directional,11607.36
COST01539,2025-05-03,JOB0006,CON002,Fluids,7197.11
COST01540,2025-05-03,JOB0006,CON006,Cementing,4935.59
COST01541,2025-05-03,JOB0006,CON002,Rentals,6833.24
COST01542,2025-05-03,JOB0006,CON005,HSE,4603.35
COST01543,2025-05-04,JOB0006,CON002,Rig,26114.78
COST01544,2025-05-04,JOB0006,CON001,Directional,18422.53
COST01545,2025-05-04,JOB0006,CON006,Fluids,12704.0
COST01546,2025-05-04,JOB0006,CON003,Cementing,5082.06
COST01547,2025-05-04,JOB0006,CON004,Rentals,8773.68
COST01548,2025-05-04,JOB0006,CON006,HSE,4688.63
COST01549,2025-05-05,JOB0006,CON004,Rig,25053.57
COST01550,2025-05-05,JOB0006,CON003,Directional,10723.76
COST01551,2025-05-05,JOB0006,CON006,Fluids,7596.44
COST01552,2025-05-05,JOB0006,CON006,Cementing,5785.36
COST01553,2025-05-05,JOB0006,CON005,Rentals,6040.93
COST01554,2025-05-05,JOB0006,CON001,HSE,3254.9
COST01555,2025-05-06,JOB0006,CON004,Rig,31846.49
COST01556,2025-05-06,JOB0006,CON003,Directional,14411.01
COST01557,2025-05-06,JOB0006,CON004,Fluids,9426.23
COST01558,2025-05-06,JOB0006,CON004,Cementing,5034.26
COST01559,2025-05-06,JOB0006,CON005,Rentals,9109.85
COST01560,2025-05-06,JOB0006,CON006,HSE,4452.54
COST01561,2025-05-07,JOB0006,CON006,Rig,32405.18
COST01562,2025-05-07,JOB0006,CON003,Directional,11321.53
COST01563,2025-05-07,JOB0006,CON002,Fluids,10292.16
COST01564,2025-05-07,JOB0006,CON003,Cementing,5224.47
COST01565,2025-05-07,JOB0006,CON003,Rentals,7731.8
COST01566,2025-05-07,JOB0006,CON002,HSE,4499.6
COST01567,2025-05-08,JOB0006,CON003,Rig,29692.84
COST01568,2025-05-08,JOB0006,CON006,Directional,12484.26
COST01569,2025-05-08,JOB0006,CON001,Fluids,8270.64
COST01570,2025-05-08,JOB0006,CON004,Cementing,3574.13
COST01571,2025-05-08,JOB0006,CON002,Rentals,5674.43
COST01572,2025-05-08,JOB0006,CON005,HSE,3397.03
COST01573,2025-05-09,JOB0006,CON001,Rig,30807.77
COST01574,2025-05-09,JOB0006,CON001,Directional,13820.34
COST01575,2025-05-09,JOB0006,CON002,Fluids,10412.04
COST01576,2025-05-09,JOB0006,CON002,Cementing,5629.16
COST01577,2025-05-09,JOB0006,CON005,Rentals,8850.52
COST01578,2025-05-09,JOB0006,CON001,HSE,4626.97
COST01579,2025-05-10,JOB0006,CON003,Rig,29354.09
COST01580,2025-05-10,JOB0006,CON006,Directional,10925.63
COST01581,2025-05-10,JOB0006,CON006,Fluids,10300.49
COST01582,2025-05-10,JOB0006,CON003,Cementing,6276.05
COST01583,2025-05-10,JOB0006,CON006,Rentals,9480.02
COST01584,2025-05-10,JOB0006,CON001,HSE,3607.41
COST01585,2025-04-23,JOB0007,CON003,Rig,23832.86
COST01586,2025-04-23,JOB0007,CON002,Directional,13836.08
COST01587,2025-04-23,JOB0007,CON001,Fluids,9766.28
COST01588,2025-04-23,JOB0007,CON001,Cementing,5831.5
COST01589,2025-04-23,JOB0007,CON003,Rentals,7026.15
COST01590,2025-04-23,JOB0007,CON004,HSE,4504.66
COST01591,2025-04-24,JOB0007,CON001,Rig,35510.61
COST01592,2025-04-24,JOB0007,CON006,Directional,17596.99
COST01593,2025-04-24,JOB0007,CON004,Fluids,10210.92
COST01594,2025-04-24,JOB0007,CON006,Cementing,7844.25
COST01595,2025-04-24,JOB0007,CON003,Rentals,9972.7
COST01596,2025-04-24,JOB0007,CON003,HSE,4424.82
COST01597,2025-04-25,JOB0007,CON002,Rig,27712.25
COST01598,2025-04-25,JOB0007,CON005,Directional,11453.45
COST01599,2025-04-25,JOB0007,CON001,Fluids,9024.08
COST01600,2025-04-25,JOB0007,CON002,Cementing,6852.91
COST01601,2025-04-25,JOB0007,CON003,Rentals,9299.99
COST01602,2025-04-25,JOB0007,CON004,HSE,4167.22
COST01603,2025-04-26,JOB0007,CON006,Rig,27208.25
COST01604,2025-04-26,JOB0007,CON001,Directional,8809.65
COST01605,2025-04-26,JOB0007,CON001,Fluids,8247.03
COST01606,2025-04-26,JOB0007,CON003,Cementing,5652.61
COST01607,2025-04-26,JOB0007,CON001,Rentals,6244.63
COST01608,2025-04-26,JOB0007,CON003,HSE,3326.25
COST01609,2025-04-27,JOB0007,CON003,Rig,25606.41
COST01610,2025-04-27,JOB0007,CON004,Directional,11000.16
COST01611,2025-04-27,JOB0007,CON005,Fluids,9568.41
COST01612,2025-04-27,JOB0007,CON003,Cementing,4716.43
COST01613,2025-04-27,JOB0007,CON003,Rentals,7891.18
COST01614,2025-04-27,JOB0007,CON006,HSE,3241.99
COST01615,2025-04-28,JOB0007,CON002,Rig,29173.69
COST01616,2025-04-28,JOB0007,CON001,Directional,14736.59
COST01617,2025-04-28,JOB0007,CON004,Fluids,7841.97
COST01618,2025-04-28,JOB0007,CON003,Cementing,5215.27
COST01619,2025-04-28,JOB0007,CON002,Rentals,8986.4
COST01620,2025-04-28,JOB0007,CON003,HSE,4564.23
COST01621,2025-04-29,JOB0007,CON001,Rig,20621.12
COST01622,2025-04-29,JOB0007,CON001,Directional,10546.48
COST01623,2025-04-29,JOB0007,CON006,Fluids,8868.91
COST01624,2025-04-29,JOB0007,CON002,Cementing,4353.35
COST01625,2025-04-29,JOB0007,CON003,Rentals,8978.61
COST01626,2025-04-29,JOB0007,CON001,HSE,2965.01
COST01627,2025-04-30,JOB0007,CON001,Rig,33684.68
COST01628,2025-04-30,JOB0007,CON005,Directional,14779.05
COST01629,2025-04-30,JOB0007,CON001,Fluids,10505.98
COST01630,2025-04-30,JOB0007,CON005,Cementing,5382.43
COST01631,2025-04-30,JOB0007,CON003,Rentals,6779.2
COST01632,2025-04-30,JOB0007,CON003,HSE,3829.09
COST01633,2025-05-01,JOB0007,CON001,Rig,27165.27
COST01634,2025-05-01,JOB0007,CON004,Directional,12512.4
COST01635,2025-05-01,JOB0007,CON002,Fluids,7581.51
COST01636,2025-05-01,JOB0007,CON002,Cementing,6210.35
COST01637,2025-05-01,JOB0007,CON003,Rentals,8707.57
COST01638,2025-05-01,JOB0007,CON004,HSE,3556.38
COST01639,2025-05-02,JOB0007,CON002,Rig,33379.21
COST01640,2025-05-02,JOB0007,CON001,Directional,15294.05
COST01641,2025-05-02,JOB0007,CON005,Fluids,8272.95
COST01642,2025-05-02,JOB0007,CON004,Cementing,6523.16
COST01643,2025-05-02,JOB0007,CON005,Rentals,7087.22
COST01644,2025-05-02,JOB0007,CON003,HSE,5090.86
COST01645,2025-05-03,JOB0007,CON005,Rig,30532.61
COST01646,2025-05-03,JOB0007,CON004,Directional,14250.39
COST01647,2025-05-03,JOB0007,CON002,Fluids,9752.05
COST01648,2025-05-03,JOB0007,CON003,Cementing,5453.43
COST01649,2025-05-03,JOB0007,CON005,Rentals,9292.23
COST01650,2025-05-03,JOB0007,CON006,HSE,4375.68
COST01651,2025-05-04,JOB0007,CON006,Rig,27689.76
COST01652,2025-05-04,JOB0007,CON004,Directional,11343.42
COST01653,2025-05-04,JOB0007,CON005,Fluids,8498.26
COST01654,2025-05-04,JOB0007,CON006,Cementing,4297.38
COST01655,2025-05-04,JOB0007,CON002,Rentals,7181.15
COST01656,2025-05-04,JOB0007,CON006,HSE,4327.85
COST01657,2025-05-05,JOB0007,CON004,Rig,29543.79
COST01658,2025-05-05,JOB0007,CON003,Directional,13110.8
COST01659,2025-05-05,JOB0007,CON004,Fluids,12121.03
COST01660,2025-05-05,JOB0007,CON003,Cementing,5159.16
COST01661,2025-05-05,JOB0007,CON006,Rentals,8728.98
COST01662,2025-05-05,JOB0007,CON001,HSE,5423.16
COST01663,2025-05-06,JOB0007,CON002,Rig,25454.48
COST01664,2025-05-06,JOB0007,CON001,Directional,14170.07
COST01665,2025-05-06,JOB0007,CON002,Fluids,10458.62
COST01666,2025-05-06,JOB0007,CON006,Cementing,6898.66
COST01667,2025-05-06,JOB0007,CON005,Rentals,7684.99
COST01668,2025-05-06,JOB0007,CON003,HSE,4470.63
COST01669,2025-05-07,JOB0007,CON005,Rig,32493.68
COST01670,2025-05-07,JOB0007,CON005,Directional,15125.95
COST01671,2025-05-07,JOB0007,CON004,Fluids,10318.35
COST01672,2025-05-07,JOB0007,CON005,Cementing,6538.52
COST01673,2025-05-07,JOB0007,CON003,Rentals,9120.45
COST01674,2025-05-07,JOB0007,CON001,HSE,4625.34
COST01675,2025-05-08,JOB0007,CON004,Rig,21533.43
COST01676,2025-05-08,JOB0007,CON001,Directional,11565.67
COST01677,2025-05-08,JOB0007,CON002,Fluids,8852.01
COST01678,2025-05-08,JOB0007,CON006,Cementing,4231.88
COST01679,2025-05-08,JOB0007,CON006,Rentals,6889.01
COST01680,2025-05-08,JOB0007,CON006,HSE,4288.94
COST01681,2025-05-09,JOB0007,CON002,Rig,34008.35
COST01682,2025-05-09,JOB0007,CON004,Directional,14740.52
COST01683,2025-05-09,JOB0007,CON003,Fluids,11608.36
COST01684,2025-05-09,JOB0007,CON003,Cementing,4507.67
COST01685,2025-05-09,JOB0007,CON003,Rentals,8093.6
COST01686,2025-05-09,JOB0007,CON001,HSE,3081.17
COST01687,2025-05-10,JOB0007,CON006,Rig,32806.58
COST01688,2025-05-10,JOB0007,CON005,Directional,18538.87
COST01689,2025-05-10,JOB0007,CON002,Fluids,13003.77
COST01690,2025-05-10,JOB0007,CON004,Cementing,6509.93
COST01691,2025-05-10,JOB0007,CON001,Rentals,8591.25
COST01692,2025-05-10,JOB0007,CON005,HSE,5436.16
COST01693,2025-05-11,JOB0007,CON002,Rig,20534.04
COST01694,2025-05-11,JOB0007,CON005,Directional,12092.1
COST01695,2025-05-11,JOB0007,CON005,Fluids,10003.34
COST01696,2025-05-11,JOB0007,CON005,Cementing,4389.36
COST01697,2025-05-11,JOB0007,CON004,Rentals,7968.13
COST01698,2025-05-11,JOB0007,CON004,HSE,4131.27
COST01699,2025-05-12,JOB0007,CON003,Rig,25014.68
COST01700,2025-05-12,JOB0007,CON006,Directional,9182.87
COST01701,2025-05-12,JOB0007,CON004,Fluids,9644.82
COST01702,2025-05-12,JOB0007,CON001,Cementing,5663.61
COST01703,2025-05-12,JOB0007,CON005,Rentals,5757.61
COST01704,2025-05-12,JOB0007,CON006,HSE,4299.97
COST01705,2025-05-13,JOB0007,CON002,Rig,39306.94
COST01706,2025-05-13,JOB0007,CON006,Directional,10176.21
COST01707,2025-05-13,JOB0007,CON006,Fluids,9534.89
COST01708,2025-05-13,JOB0007,CON001,Cementing,5183.88
COST01709,2025-05-13,JOB0007,CON005,Rentals,7247.29
COST01710,2025-05-13,JOB0007,CON004,HSE,5147.0
COST01711,2025-05-14,JOB0007,CON002,Rig,22309.65
COST01712,2025-05-14,JOB0007,CON004,Directional,12032.25
COST01713,2025-05-14,JOB0007,CON004,Fluids,8459.19
COST01714,2025-05-14,JOB0007,CON005,Cementing,5329.49
COST01715,2025-05-14,JOB0007,CON003,Rentals,9527.11
COST01716,2025-05-14,JOB0007,CON001,HSE,3853.96
COST01717,2025-05-15,JOB0007,CON001,Rig,26096.07
COST01718,2025-05-15,JOB0007,CON004,Directional,9249.96
COST01719,2025-05-15,JOB0007,CON006,Fluids,10330.49
COST01720,2025-05-15,JOB0007,CON005,Cementing,4760.91
COST01721,2025-05-15,JOB0007,CON003,Rentals,7021.38
COST01722,2025-05-15,JOB0007,CON002,HSE,3857.9
COST01723,2025-05-16,JOB0007,CON004,Rig,37435.1
COST01724,2025-05-16,JOB0007,CON001,Directional,15401.2
COST01725,2025-05-16,JOB0007,CON002,Fluids,8467.45
COST01726,2025-05-16,JOB0007,CON004,Cementing,6716.29
COST01727,2025-05-16,JOB0007,CON006,Rentals,10364.84
COST01728,2025-05-16,JOB0007,CON001,HSE,4043.41
COST01729,2025-05-17,JOB0007,CON002,Rig,27725.0
COST01730,2025-05-17,JOB0007,CON002,Directional,12088.41
COST01731,2025-05-17,JOB0007,CON005,Fluids,11020.73
COST01732,2025-05-17,JOB0007,CON004,Cementing,5224.7
COST01733,2025-05-17,JOB0007,CON005,Rentals,8457.41
COST01734,2025-05-17,JOB0007,CON003,HSE,3627.06
COST01735,2025-05-18,JOB0007,CON003,Rig,30424.33
COST01736,2025-05-18,JOB0007,CON005,Directional,13313.0
COST01737,2025-05-18,JOB0007,CON002,Fluids,9534.25
COST01738,2025-05-18,JOB0007,CON002,Cementing,6926.34
COST01739,2025-05-18,JOB0007,CON002,Rentals,8302.46
COST01740,2025-05-18,JOB0007,CON004,HSE,4292.52
COST01741,2025-05-19,JOB0007,CON003,Rig,34776.26
COST01742,2025-05-19,JOB0007,CON003,Directional,11922.46
COST01743,2025-05-19,JOB0007,CON005,Fluids,11838.27
COST01744,2025-05-19,JOB0007,CON005,Cementing,5981.71
COST01745,2025-05-19,JOB0007,CON004,Rentals,8312.64
COST01746,2025-05-19,JOB0007,CON004,HSE,4453.33
COST01747,2025-05-20,JOB0007,CON003,Rig,30323.0
COST01748,2025-05-20,JOB0007,CON003,Directional,14046.18
COST01749,2025-05-20,JOB0007,CON004,Fluids,8506.16
COST01750,2025-05-20,JOB0007,CON006,Cementing,7239.99
COST01751,2025-05-20,JOB0007,CON001,Rentals,11190.95
COST01752,2025-05-20,JOB0007,CON005,HSE,4114.64
COST01753,2025-05-21,JOB0007,CON003,Rig,31570.46
COST01754,2025-05-21,JOB0007,CON001,Directional,14832.42
COST01755,2025-05-21,JOB0007,CON001,Fluids,9455.35
COST01756,2025-05-21,JOB0007,CON002,Cementing,6569.74
COST01757,2025-05-21,JOB0007,CON004,Rentals,7681.67
COST01758,2025-05-21,JOB0007,CON006,HSE,4662.67
COST01759,2025-05-22,JOB0007,CON005,Rig,21662.59
COST01760,2025-05-22,JOB0007,CON003,Directional,14268.11
COST01761,2025-05-22,JOB0007,CON005,Fluids,7790.16
COST01762,2025-05-22,JOB0007,CON005,Cementing,5183.47
COST01763,2025-05-22,JOB0007,CON002,Rentals,9632.52
COST01764,2025-05-22,JOB0007,CON002,HSE,3335.42
COST01765,2025-05-23,JOB0007,CON003,Rig,20337.94
COST01766,2025-05-23,JOB0007,CON004,Directional,10882.24
COST01767,2025-05-23,JOB0007,CON001,Fluids,7348.04
COST01768,2025-05-23,JOB0007,CON005,Cementing,6023.95
COST01769,2025-05-23,JOB0007,CON006,Rentals,9081.72
COST01770,2025-05-23,JOB0007,CON005,HSE,3422.55
COST01771,2025-05-24,JOB0007,CON005,Rig,28695.62
